Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Chromosome/scaffold name
ENSG00000185085	80789	INTS5	11
ENSG00000146674	3486	IGFBP3	7
ENSG00000276470			1
ENSG00000182687	8811	GALR2	17
ENSG00000278852			1
ENSG00000275915			1
ENSG00000255432			11
ENSG00000120937	4879	NPPB	1
ENSG00000278615	102288414	C11orf98	11
ENSG00000028310	65980	BRD9	5
ENSG00000258400			14
ENSG00000165525	9147	NEMF	14
ENSG00000148337	25792	CIZ1	9
ENSG00000182473	23265	EXOC7	17
ENSG00000224904		SBF1P2	1
ENSG00000285646			1
ENSG00000199347		RNU5E-1	1
ENSG00000201801		RNU5E-4P	1
ENSG00000116685	90231	KIAA2013	1
ENSG00000214756	751071	CSKMT	11
ENSG00000201988			6
ENSG00000102030	8260	NAA10	X
ENSG00000137331	8870	IER3	6
ENSG00000206597	692158	SNORA57	11
ENSG00000204922	790955	UQCC3	11
ENSG00000083444	5351	PLOD1	1
ENSG00000162191	51035	UBXN1	11
ENSG00000228022	105375013	HCG20	6
ENSG00000263608		RN7SL353P	6
ENSG00000137285	347733	TUBB2B	6
ENSG00000180822	389362	PSMG4	6
ENSG00000237471	102723446		7
ENSG00000018408	25937	WWTR1	3
ENSG00000229628			7
ENSG00000233952		FTLP15	7
ENSG00000221971		TTC4P1	7
ENSG00000231952		DPY19L1P2	7
ENSG00000272905			7
ENSG00000224573		RPL7AP78	7
ENSG00000122642	11328	FKBP9	7
ENSG00000137266	63027	SLC22A23	6
ENSG00000134460	3559	IL2RA	10
ENSG00000111676	1822	ATN1	12
ENSG00000144749	26018	LRIG1	3
ENSG00000277634			14
ENSG00000252474		RNU6-539P	14
ENSG00000278771	378707	RN7SL3	14
ENSG00000289323			8
ENSG00000274012	378706	RN7SL2	14
ENSG00000234770		GULOP	8
ENSG00000278002			14
ENSG00000214015		RPL32P23	10
ENSG00000251929		RNU6-189P	14
ENSG00000274704			14
ENSG00000134453	84991	RBM17	10
ENSG00000278038	102464828	MIR6076	14
ENSG00000270788		PDLIM1P1	14
ENSG00000243038			14
ENSG00000165527	382	ARF6	14
ENSG00000241582		RPL23AP8	14
ENSG00000120885	1191	CLU	8
ENSG00000165410	1073	CFL2	14
ENSG00000071539	9319	TRIP13	5
ENSG00000111678	113246	C12orf57	12
ENSG00000252821		RNU6-388P	7
ENSG00000238923	100147744	RNU7-1	12
ENSG00000122643	51251	NT5C3A	7
ENSG00000111679	5777	PTPN6	12
ENSG00000287384			1
ENSG00000270914			1
ENSG00000116691	60672	MIIP	1
ENSG00000170525	5209	PFKFB3	10
ENSG00000287600			5
ENSG00000248949			5
ENSG00000250173			5
ENSG00000272347			5
ENSG00000145506	85409	NKD2	5
ENSG00000226679			X
ENSG00000252050			X
ENSG00000156313	6103	RPGR	X
ENSG00000243824		RPL12P6	14
ENSG00000198604	11177	BAZ1A	14
ENSG00000177363	221091	LRRN4CL	11
ENSG00000234857		HNRNPUL2-BSCL2	11
ENSG00000162188	2785	GNG3	11
ENSG00000198787		OR7E103P	4
ENSG00000250381		UNC93B4	4
ENSG00000250710		OR7E99P	4
ENSG00000249844		OR7E43P	4
ENSG00000144357	130507	UBR3	2
ENSG00000272320			6
ENSG00000163982	133060	OTOP1	4
ENSG00000202461			1
ENSG00000276869	102466982	MIR6729	1
ENSG00000243539		RN7SL649P	1
ENSG00000137267	7280	TUBB2A	6
ENSG00000120949	943	TNFRSF8	1
ENSG00000214753	221092	HNRNPUL2	11
ENSG00000132406	85013	TMEM128	4
ENSG00000219736			6
ENSG00000111799	1303	COL12A1	6
ENSG00000113504	10723	SLC12A7	5
ENSG00000168826	166793	ZBTB49	4
ENSG00000229054		RPS29P14	7
ENSG00000241420		RN7SL505P	7
ENSG00000228015			7
ENSG00000222741		RNA5SP229	7
ENSG00000150768	1737	DLAT	11
ENSG00000224946			7
ENSG00000164610	6100	RP9	7
ENSG00000260403			16
ENSG00000259910			16
ENSG00000277206			7
ENSG00000261294			16
ENSG00000277010			16
ENSG00000197253	64499	TPSB2	16
ENSG00000197008	7697	ZNF138	7
ENSG00000174963	84107	ZIC4	3
ENSG00000248516			4
ENSG00000168818	53407	STX18	4
ENSG00000287580			7
ENSG00000234338			7
ENSG00000182722		SEPHS1P1	7
ENSG00000234732		RPEP5	2
ENSG00000213640		EEF1DP4	7
ENSG00000231445		TIMM8AP1	2
ENSG00000224674		EIF3EP2	2
ENSG00000287869			7
ENSG00000233397			2
ENSG00000189316	441239		7
ENSG00000140564	5045	FURIN	15
ENSG00000201135		RNU6-777P	1
ENSG00000227875		RPL23AP89	1
ENSG00000115263	2641	GCG	2
ENSG00000285604			1
ENSG00000283789	102465836	MIR7846	1
ENSG00000263834	100616479	MIR4635	5
ENSG00000263676	100616438	MIR4632	1
ENSG00000201274		RNA5SP192	5
ENSG00000200591			1
ENSG00000164405	27089	UQCRQ	5
ENSG00000205085	346653	GARIN1A	7
ENSG00000172236	7177	TPSAB1	16
ENSG00000162521	5928	RBBP4	1
ENSG00000164406	116842	LEAP2	5
ENSG00000236841			2
ENSG00000229337			2
ENSG00000187416	375612	LHFPL3	7
ENSG00000251746		RNA5SP112	2
ENSG00000226273		STUB1P1	2
ENSG00000201102			2
ENSG00000213069		KRT8P40	2
ENSG00000284252	100616394	MIR4444-1	2
ENSG00000225808		DNAJC19P5	2
ENSG00000197258		EIF4BP6	7
ENSG00000265396	100422824	MIR3128	2
ENSG00000222043			2
ENSG00000284280	102465508	MIR6843	8
ENSG00000226869	645591	LHFPL3-AS1	7
ENSG00000168077	51435	SCARA3	8
ENSG00000271825			2
ENSG00000271996			2
ENSG00000278418	102465255	MIR6512	2
ENSG00000237178		H3P7	2
ENSG00000165671	64324	NSD1	5
ENSG00000238295	124906145		2
ENSG00000196659	150737	TTC30B	2
ENSG00000237655			2
ENSG00000197557	92104	TTC30A	2
ENSG00000197635	1803	DPP4	2
ENSG00000237606			7
ENSG00000225329	723809	LHFPL3-AS2	7
ENSG00000243352		RN7SL8P	7
ENSG00000273293			7
ENSG00000279536			7
ENSG00000273011			7
ENSG00000224016			7
ENSG00000090534	7066	THPO	3
ENSG00000260555			7
ENSG00000075303	55972	SLC25A40	7
ENSG00000222862		RNU6-1086P	8
ENSG00000253560			8
ENSG00000279302			8
ENSG00000265075	100500871	MIR3622B	8
ENSG00000284351	100500858	MIR3622A	8
ENSG00000253875			8
ENSG00000251726		RNU7-41P	14
ENSG00000147419	55246	CCDC25	8
ENSG00000258738	112268124	BAZ1A-AS1	14
ENSG00000258493			14
ENSG00000286634			5
ENSG00000113722	1044	CDX1	5
ENSG00000092020	55012	PPP2R3C	14
ENSG00000161010	51149	MRNIP	5
ENSG00000248221	104472519	STX18-IT1	4
ENSG00000237170		RPS7P15	4
ENSG00000168824	27065	NSG1	4
ENSG00000095917	23430	TPSD1	16
ENSG00000207713	406985	MIR200C	12
ENSG00000207708	406933	MIR141	12
ENSG00000271969			12
ENSG00000238795	677777	SCARNA12	12
ENSG00000111669	7167	TPI1	12
ENSG00000006634	10926	DBF4	7
ENSG00000260182			16
ENSG00000261564			16
ENSG00000260991			16
ENSG00000260284		TPSP2	16
ENSG00000274751			16
ENSG00000261505			16
ENSG00000219274		RPS20P2	16
ENSG00000169251	51068	NMD3	3
ENSG00000103275	7329	UBE2I	16
ENSG00000172183	3669	ISG20	15
ENSG00000229087		RPS26P18	2
ENSG00000234022			2
ENSG00000224194			2
ENSG00000231031	101926966	LINC01804	2
ENSG00000231494		RPL21P35	2
ENSG00000228884		RPL23AP26	2
ENSG00000286399			2
ENSG00000177673	165100	TEX44	2
ENSG00000166794	5479	PPIB	15
ENSG00000168539	1128	CHRM1	11
ENSG00000221711			4
ENSG00000250214			4
ENSG00000239202		RN7SL499P	2
ENSG00000250456	339978	LINC02260	4
ENSG00000259462	283692	CPEB1-AS1	15
ENSG00000157404	3815	KIT	4
ENSG00000257002	124902683		11
ENSG00000241082		RN7SL259P	11
ENSG00000285388			11
ENSG00000103723	8120	AP3B2	15
ENSG00000204842	6311	ATXN2	12
ENSG00000079785	1653	DDX1	2
ENSG00000166352	119710	IFTAP	11
ENSG00000075142	6717	SRI	7
ENSG00000169057	4204	MECP2	X
ENSG00000100890	9692	PRORP	14
ENSG00000171320	157570	ESCO2	8
ENSG00000162520	81493	SYNC	1
ENSG00000145743	64839	FBXL17	5
ENSG00000201581		RN7SKP78	10
ENSG00000263628	100422989	MIR3155A	10
ENSG00000283634	100628560	MIR3155B	10
ENSG00000213994			10
ENSG00000238366			10
ENSG00000226705		SDCBPP1	10
ENSG00000163947	50650	ARHGEF3	3
ENSG00000107719	27143	PALD1	10
ENSG00000224409			1
ENSG00000162522	57648	KIAA1522	1
ENSG00000254003	102723885	SRI-AS1	7
ENSG00000228113			7
ENSG00000185305	54622	ARL15	5
ENSG00000127954	79689	STEAP4	7
ENSG00000202242		RNU6-1276P	8
ENSG00000013288	23324	MAN2B2	4
ENSG00000168078	55872	PBK	8
ENSG00000150773	120379	PIH1D2	11
ENSG00000116497	64766	S100PBP	1
ENSG00000067248	54505	DHX29	5
ENSG00000101901	79868	ALG13	X
ENSG00000258790	9692		14
ENSG00000008277	53616	ADAM22	7
ENSG00000241052		RPL23AP70	14
ENSG00000259090		SEPTIN7P1	14
ENSG00000282625		MRPL57P8	14
ENSG00000282308		DPRXP3	14
ENSG00000256243		RPL7AP3	14
ENSG00000240392		RPL9P3	14
ENSG00000100902	5687	PSMA6	14
ENSG00000186635	116985	ARAP1	11
ENSG00000279382			17
ENSG00000275360	102466753	MIR6868	17
ENSG00000129654	2302	FOXJ1	17
ENSG00000267128		RNF157-AS1	17
ENSG00000160097	252995	FNDC5	1
ENSG00000262106		OR1D3P	17
ENSG00000182628	348235	SKA2	17
ENSG00000121905	3208	HPCA	1
ENSG00000252212		RNU2-58P	17
ENSG00000211514	768216	MIR454	17
ENSG00000207996	407027	MIR301A	17
ENSG00000068489	55771	PRR11	17
ENSG00000205765	285636	RIMOC1	5
ENSG00000121900	113452	TMEM54	1
ENSG00000253176			8
ENSG00000168079	286133	SCARA5	8
ENSG00000132563	51308	REEP2	5
ENSG00000251580		LINC02482	4
ENSG00000284847			4
ENSG00000279859			4
ENSG00000163993	6286	S100P	4
ENSG00000112697	55754	TMEM30A	6
ENSG00000095539	57715	SEMA4G	10
ENSG00000282742			4
ENSG00000178988	114932	MRFAP1L1	4
ENSG00000186222	55330	BLOC1S4	4
ENSG00000287691			1
ENSG00000287331	105374367		4
ENSG00000278966			1
ENSG00000170871	9778	KIAA0232	4
ENSG00000265847	100422828	MIR4287	8
ENSG00000253290			8
ENSG00000143222	51506	UFC1	1
ENSG00000253615			8
ENSG00000007516	8938	BAIAP3	16
ENSG00000253397			8
ENSG00000189233	389643	NUGGC	8
ENSG00000265303			17
ENSG00000265415		PRR11-AS1	17
ENSG00000207235			17
ENSG00000185924	146760	RTN4RL1	17
ENSG00000262445			17
ENSG00000228133	105371485		17
ENSG00000224985			1
ENSG00000262869			17
ENSG00000108963	1801	DPH1	17
ENSG00000165219	26130	GAPVD1	9
ENSG00000143224	5498	PPOX	1
ENSG00000134014	55140	ELP3	8
ENSG00000246526	339988	LINC02481	4
ENSG00000243449	401115	C4orf48	4
ENSG00000214671		RPL6P12	4
ENSG00000113240	57396	CLK4	5
ENSG00000251171			4
ENSG00000137601	4750	NEK1	4
ENSG00000288045			14
ENSG00000258503			14
ENSG00000258993			14
ENSG00000139973	83851	SYT16	14
ENSG00000289503			14
ENSG00000186369		SERTAD4BP	14
ENSG00000203489		HMGB1P39	6
ENSG00000237174			6
ENSG00000238156			6
ENSG00000169488	81127	OR4K15	14
ENSG00000221332	124901509		6
ENSG00000196383		OR4Q2	14
ENSG00000263533	100616389	MIR4463	6
ENSG00000217680		UBE2V1P15	6
ENSG00000201291		RNU1-34P	6
ENSG00000146197	222663	SCUBE3	6
ENSG00000114737	1154	CISH	3
ENSG00000151445	63894	VIPAS39	14
ENSG00000286302			4
ENSG00000056050	54969	HPF1	4
ENSG00000272374			6
ENSG00000082996	11342	RNF13	3
ENSG00000065029	7629	ZNF76	6
ENSG00000252994		RNU6-1231P	10
ENSG00000148795	1586	CYP17A1	10
ENSG00000181381	91351	DDX60L	4
ENSG00000287553			17
ENSG00000262664	124641	OVCA2	17
ENSG00000262533			17
ENSG00000263050		DPH1-AS1	17
ENSG00000267200	406921	MIR132	17
ENSG00000267195	406994	MIR212	17
ENSG00000177374	3090	HIC1	17
ENSG00000070366	23293	SMG6	17
ENSG00000158850	8703	B4GALT3	1
ENSG00000213061		PFN1P11	10
ENSG00000236937		PTGES3P4	10
ENSG00000282772			10
ENSG00000179218	811	CALR	19
ENSG00000166275	119032	BORCS7	10
ENSG00000073578	6389	SDHA	5
ENSG00000270316		BORCS7-ASMT	10
ENSG00000283337			10
ENSG00000214435	57412	AS3MT	10
ENSG00000130303	684	BST2	19
ENSG00000217004			6
ENSG00000112033	5467	PPARD	6
ENSG00000248886		UGT2A3P7	4
ENSG00000251177			4
ENSG00000271271	574537	UGT2A2	4
ENSG00000282851	105221694	BISPR	19
ENSG00000235266		RPL22P17	10
ENSG00000286575	107984265		10
ENSG00000163749	339965	CCDC158	4
ENSG00000158859	9507	ADAMTS4	1
ENSG00000076685	22978	NT5C2	10
ENSG00000250516			8
ENSG00000253907			8
ENSG00000253690			8
ENSG00000239198		RPL5P22	8
ENSG00000168081	5368	PNOC	8
ENSG00000288759			X
ENSG00000224765		LINC02931	X
ENSG00000289620			X
ENSG00000229547	100131816	UBE2DNL	X
ENSG00000228427	107985688		X
ENSG00000158869	2207	FCER1G	1
ENSG00000213468	286467	FIRRE	X
ENSG00000186918	55893	ZNF395	8
ENSG00000197885	28512	NKIRAS1	3
ENSG00000107731	219699	UNC5B	10
ENSG00000158874	336	APOA2	1
ENSG00000227154		MKRN6P	6
ENSG00000198755	4736	RPL10A	6
ENSG00000224281	100303728	SLC25A5-AS1	X
ENSG00000237512	728978	UNC5B-AS1	10
ENSG00000141971	93343	MVB12A	19
ENSG00000180346	166815	TIGD2	4
ENSG00000270720			4
ENSG00000280333			17
ENSG00000198246	55315	SLC29A3	10
ENSG00000212226		RNU6-907P	4
ENSG00000262810			17
ENSG00000289864			X
ENSG00000229151			X
ENSG00000279040			17
ENSG00000279562			17
ENSG00000113448	5144	PDE4D	5
ENSG00000279340			17
ENSG00000262402		MCUR1P1	17
ENSG00000265777		RN7SL624P	17
ENSG00000236838			17
ENSG00000168214	3516	RBPJ	4
ENSG00000280195			X
ENSG00000236457			17
ENSG00000289068			X
ENSG00000225084	101927839		17
ENSG00000278941		SMG6-IT1	17
ENSG00000223546		LINC00630	X
ENSG00000276712	102465668	MIR7111	6
ENSG00000280242			17
ENSG00000007866	7005	TEAD3	6
ENSG00000167720	63826	SRR	17
ENSG00000214050	157574	FBXO16	8
ENSG00000130950	54754	NUTM2F	9
ENSG00000163785	6259	RYK	3
ENSG00000158882	84134	TOMM40L	1
ENSG00000100591	10598	AHSA1	14
ENSG00000289362	105378355		10
ENSG00000077150	4791	NFKB2	10
ENSG00000289007	101928092		X
ENSG00000289007	124908546		X
ENSG00000234129		HCCS-DT	X
ENSG00000147862	4781	NFIB	9
ENSG00000270069		MIR222HG	X
ENSG00000114735	51409	HEMK1	3
ENSG00000262333		HNRNPA1P16	17
ENSG00000289870			X
ENSG00000167721	55720	TSR1	17
ENSG00000236064	101928335		X
ENSG00000284377	105373347		X
ENSG00000226530			X
ENSG00000112041	7287	TULP1	6
ENSG00000235244	642776	DANT2	X
ENSG00000212371			14
ENSG00000100593	145501	ISM2	14
ENSG00000227486			X
ENSG00000286804			8
ENSG00000254370			8
ENSG00000207361		RNU6-178P	8
ENSG00000253567			8
ENSG00000289741			8
ENSG00000282164		PEG13	8
ENSG00000284035	100847090	MIR5187	1
ENSG00000167632	83696	TRAPPC9	8
ENSG00000289591			X
ENSG00000100596	9517	SPTLC2	14
ENSG00000275084		SNORD91B	17
ENSG00000212163		SNORD91A	17
ENSG00000263501			17
ENSG00000271919			17
ENSG00000226797			17
ENSG00000233928			X
ENSG00000269481			19
ENSG00000254503			19
ENSG00000263644			17
ENSG00000072858	54847	SIDT1	3
ENSG00000269053			19
ENSG00000271749			17
ENSG00000115053	4691	NCL	2
ENSG00000265282			17
ENSG00000188051	100130519	TMEM221	19
ENSG00000143257	9970	NR1I3	1
ENSG00000008283	1534	CYB561	17
ENSG00000231566		LINC02595	X
ENSG00000269035			19
ENSG00000289923			X
ENSG00000269736			19
ENSG00000289038			X
ENSG00000286650			X
ENSG00000171773	115861	NXNL1	19
ENSG00000235437	92249	LINC01278	X
ENSG00000139163	55500	ETNK1	12
ENSG00000105538	54922	RASIP1	19
ENSG00000240233		RN7SL587P	14
ENSG00000258957	105370550	GALNT16-AS1	14
ENSG00000258520			14
ENSG00000100626	57452	GALNT16	14
ENSG00000288595			X
ENSG00000284934			12
ENSG00000289237			X
ENSG00000288856			X
ENSG00000274536	115891964	MIR223HG	X
ENSG00000156413	2528	FUT6	19
ENSG00000236751		LINC01186	X
ENSG00000175455	64770	CCDC14	3
ENSG00000258091			12
ENSG00000243420		RN7SL734P	12
ENSG00000257329			12
ENSG00000198923			12
ENSG00000257453		PHLDA1-AS1	12
ENSG00000257839		PHLDA1-DT	12
ENSG00000289959			X
ENSG00000233093	100128420	LINC00892	X
ENSG00000197180	158960	ATP6AP1-DT	X
ENSG00000281566			X
ENSG00000228559			6
ENSG00000267709	101928844		19
ENSG00000219023			6
ENSG00000218749		RPL36P9	6
ENSG00000130383	2527	FUT5	19
ENSG00000187109	4673	NAP1L1	12
ENSG00000287458			6
ENSG00000207201		RNU1-148P	8
ENSG00000212579	124900228		6
ENSG00000253891			8
ENSG00000289132			X
ENSG00000265527	100847048	MIR5690	6
ENSG00000252539		RNA5SP462	19
ENSG00000130363	83861	RSPH3	6
ENSG00000099866	8174	MADCAM1	19
ENSG00000042980	10863	ADAM28	8
ENSG00000169446	93380	MMGT1	X
ENSG00000164691	117289	TAGAP	6
ENSG00000126970	55906	ZC4H2	X
ENSG00000146267	84553	FAXC	6
ENSG00000132423	51805	COQ3	6
ENSG00000166224	8879	SGPL1	10
ENSG00000172270	682	BSG	19
ENSG00000289215			X
ENSG00000132424	25957	PNISR	6
ENSG00000198947	1756	DMD	X
ENSG00000178636		MRPL42P1	4
ENSG00000164096	401152	C4orf3	4
ENSG00000289738			10
ENSG00000259267		LINC02622	10
ENSG00000285300			10
ENSG00000289739			10
ENSG00000065613	9748	SLK	10
ENSG00000145384	2169	FABP2	4
ENSG00000236501			2
ENSG00000265971			17
ENSG00000250412		KLHL2P1	4
ENSG00000123552	85015	USP45	6
ENSG00000228979		PPIAP55	17
ENSG00000201186		RNU4-33P	4
ENSG00000249244			4
ENSG00000145390	54532	USP53	4
ENSG00000159640	1636	ACE	17
ENSG00000280073			14
ENSG00000264279	100616417	MIR4786	2
ENSG00000231278		OR9S24P	2
ENSG00000100632	2079	ERH	14
ENSG00000213048		OR5S1P	2
ENSG00000172428	150678	COPS9	2
ENSG00000114395	11068	CYB561D2	3
ENSG00000029364	55334	SLC39A9	14
ENSG00000178602	150677	OTOS	2
ENSG00000286325			2
ENSG00000176485	11145	PLAAT3	11
ENSG00000286183			2
ENSG00000227479			2
ENSG00000276366			2
ENSG00000114529	79669	C3orf52	3
ENSG00000120471	63970	TP53AIP1	11
ENSG00000130414	4705	NDUFA10	2
ENSG00000134028	27299	ADAMDEC1	8
ENSG00000133316	54663	WDR74	11
ENSG00000239620	100419008	PRR20G	3
ENSG00000091986	151887	CCDC80	3
ENSG00000035928	5981	RFC1	4
ENSG00000186088	54103	GSAP	7
ENSG00000065618	1308	COL17A1	10
ENSG00000259707			15
ENSG00000228141	338963		15
ENSG00000259315	283693	ACTG1P17	15
ENSG00000279758			15
ENSG00000259442			15
ENSG00000286817			15
ENSG00000250988	100505616	SNHG21	15
ENSG00000069206	8756	ADAM7	8
ENSG00000252690			15
ENSG00000186628	123722	FSD2	15
ENSG00000198121	1902	LPAR1	9
ENSG00000007520	115939	TSR3	16
ENSG00000286424			14
ENSG00000165325	159989	DEUP1	11
ENSG00000081177	55218	EXD2	14
ENSG00000134072	8536	CAMK1	3
ENSG00000260425			16
ENSG00000133393	123811	CEP20	16
ENSG00000105464	2906	GRIN2D	19
ENSG00000264813			17
ENSG00000253643	101929315	ADAM7-AS2	8
ENSG00000165124	79987	SVEP1	9
ENSG00000105523	54854	FAM83E	19
ENSG00000147488	9705	ST18	8
ENSG00000224353		ACE3P	17
ENSG00000270587		FAM136DP	17
ENSG00000006638	6915	TBXA2R	19
ENSG00000273341			7
ENSG00000198909	4215	MAP3K3	17
ENSG00000237620		GCNT1P5	7
ENSG00000287519			7
ENSG00000127947	5782	PTPN12	7
ENSG00000250151	100526693	ARPC4-TTLL3	3
ENSG00000277864	677778	SCARNA15	15
ENSG00000156232	123720	WHAMM	15
ENSG00000226800	404665	CACTIN-AS1	19
ENSG00000188517	84570	COL25A1	4
ENSG00000105298	58509	CACTIN	19
ENSG00000279170	100130890	TSTD3	6
ENSG00000166192	123228	SENP8	15
ENSG00000140006	112840	WDR89	14
ENSG00000274603			6
ENSG00000112237	892	CCNC	6
ENSG00000198133	161145	TMEM229B	14
ENSG00000206778		RNU6-213P	16
ENSG00000262171			16
ENSG00000215003		RPL15P20	16
ENSG00000072518	2011	MARK2	11
ENSG00000180035	197407	ZNF48	16
ENSG00000243568			15
ENSG00000260173			15
ENSG00000175318	196996	GRAMD2A	15
ENSG00000269886			3
ENSG00000171135	84522	JAGN1	3
ENSG00000215277	100507650	RNF212B	14
ENSG00000163701	132014	IL17RE	3
ENSG00000280137			16
ENSG00000196358	84628	NTNG2	9
ENSG00000179965	51333	ZNF771	16
ENSG00000199787	109616959	SNORA80C	16
ENSG00000179918	22928	SEPHS2	16
ENSG00000171102	29989	OBP2B	9
ENSG00000202476			16
ENSG00000222701			16
ENSG00000261346			16
ENSG00000260487			16
ENSG00000251706		RNU7-61P	16
ENSG00000261332			16
ENSG00000266305	100616405	MIR4518	16
ENSG00000169957	79724	ZNF768	16
ENSG00000030304	4593	MUSK	9
ENSG00000071537	6400	SEL1L	14
ENSG00000186111	23396	PIP5K1C	19
ENSG00000261459			16
ENSG00000278922			16
ENSG00000235560	107984875	ZNF747-DT	16
ENSG00000260494			16
ENSG00000169951	92595	ZNF764	16
ENSG00000283788	100126326	MIR936	10
ENSG00000289744			10
ENSG00000107960	79991	STN1	10
ENSG00000137817	56965	PARP6	15
ENSG00000239791			16
ENSG00000197162	146540	ZNF785	16
ENSG00000138670	153020	RASGEF1B	4
ENSG00000260167			16
ENSG00000261588			16
ENSG00000156853	115509	ZNF689	16
ENSG00000135083	79616	CCNJL	5
ENSG00000258977	101928559	LINC01467	14
ENSG00000260678			16
ENSG00000261680			16
ENSG00000260113			16
ENSG00000167123	51148	CERCAM	9
ENSG00000140022	85439	STON2	14
ENSG00000156858	78994	PRR14	16
ENSG00000170606	3308	HSPA4	5
ENSG00000265768	100616140	MIR4506	14
ENSG00000165949	3429	IFI27	14
ENSG00000283189			3
ENSG00000254317			8
ENSG00000267304			19
ENSG00000243402			8
ENSG00000268189			19
ENSG00000200075			8
ENSG00000254263			8
ENSG00000279203			19
ENSG00000253720			8
ENSG00000105127	10270	AKAP8	19
ENSG00000287195			8
ENSG00000253043		RNU7-181P	8
ENSG00000264653	100847051	MIR5194	8
ENSG00000200304		RNU6-1255P	8
ENSG00000280543	100507117	ASAP1-IT2	8
ENSG00000212342	124900269		8
ENSG00000287127			8
ENSG00000246145	100505676	RRS1-DT	8
ENSG00000179041	23212	RRS1	8
ENSG00000047365	116984	ARAP2	4
ENSG00000145020	275	AMT	3
ENSG00000285655			8
ENSG00000285791			8
ENSG00000169194	3596	IL13	5
ENSG00000289745			10
ENSG00000205436	91828	EXOC3L4	14
ENSG00000107438	9124	PDLIM1	10
ENSG00000129493	25938	HEATR5A	14
ENSG00000147576	137872	ADHFE1	8
ENSG00000263883		EEF1DP7	17
ENSG00000173124	142827	ACSM6	10
ENSG00000136490	80774	LIMD2	17
ENSG00000221813	135946	OR6B1	7
ENSG00000156860	64319	FBRS	16
ENSG00000145734	55814	BDP1	5
ENSG00000146618	222894	FERD3L	7
ENSG00000122783	78996	CYREN	7
ENSG00000286993			10
ENSG00000228403			10
ENSG00000241577			10
ENSG00000233665			10
ENSG00000226576			10
ENSG00000264800	100422895	MIR4294	10
ENSG00000165633	196740	VSTM4	10
ENSG00000106772	158471	PRUNE2	9
ENSG00000089351	57655	GRAMD1A	19
ENSG00000252074		RNU6-416P	16
ENSG00000222287		RNU6-1043P	16
ENSG00000005844	3683	ITGAL	16
ENSG00000223500		RNF14P4	7
ENSG00000146859	55281	TMEM140	7
ENSG00000234736	100506733	FAM170B-AS1	10
ENSG00000279369			17
ENSG00000206734			17
ENSG00000283016		ATP5MC1P2	14
ENSG00000272941			7
ENSG00000287733			7
ENSG00000108424	3837	KPNB1	17
ENSG00000258443			14
ENSG00000105875	29062	WDR91	7
ENSG00000172538	170370	FAM170B	10
ENSG00000258695			14
ENSG00000184227	641371	ACOT1	14
ENSG00000165383	474354	LRRC18	10
ENSG00000108242	1562	CYP2C18	10
ENSG00000258408		NT5CP2	14
ENSG00000119673	10965	ACOT2	14
ENSG00000230338		MTND4P19	10
ENSG00000224920		TACC1P1	10
ENSG00000225276		MTND1P18	10
ENSG00000187021	5407	PNLIPRP1	10
ENSG00000258524		NT5CP1	14
ENSG00000279026			14
ENSG00000177465	122970	ACOT4	14
ENSG00000205669	641372	ACOT6	14
ENSG00000148408	774	CACNA1B	9
ENSG00000258972		NDUFB8P1	14
ENSG00000119661	83544	DNAL1	14
ENSG00000151422	2241	FER	5
ENSG00000178522	258	AMBN	4
ENSG00000172901	206338	LVRN	5
ENSG00000251907		RNU6-240P	14
ENSG00000258660			14
ENSG00000176903	9240	PNMA1	14
ENSG00000264741	100616158	MIR4505	14
ENSG00000258586	100506498	LINC02274	14
ENSG00000270576			14
ENSG00000140043	145482	PTGR2	14
ENSG00000253623			8
ENSG00000169085	254778	VXN	8
ENSG00000087903	5990	RFX2	19
ENSG00000231794			7
ENSG00000132463	2926	GRSF1	4
ENSG00000277138	102465254	MIR6509	7
ENSG00000274970			7
ENSG00000236048		SSBL5P	7
ENSG00000203523		TAS2R2P	7
ENSG00000224667			7
ENSG00000225606			7
ENSG00000240621		OR2AO1P	7
ENSG00000212807	402317	OR2A42	7
ENSG00000243896	401427	OR2A7	7
ENSG00000243896	107987545	OR2A7	7
ENSG00000244198		ARHGEF35-AS1	7
ENSG00000260545			16
ENSG00000260927			16
ENSG00000070770	1459	CSNK2A2	16
ENSG00000284644			7
ENSG00000148110	84641	MFSD14B	9
ENSG00000204959		ARHGEF34P	7
ENSG00000258653			14
ENSG00000244479		OR2A1-AS1	7
ENSG00000206949		RNU6-1324P	8
ENSG00000223327		RNU2-71P	8
ENSG00000254181		SLC25A51P3	8
ENSG00000243424		RN7SL107P	8
ENSG00000164684	619279	ZNF704	8
ENSG00000223300			14
ENSG00000273711			14
ENSG00000119725	57862	ZNF410	14
ENSG00000254331		CKS1BP7	8
ENSG00000137078	27240	SIT1	9
ENSG00000212429		RNU11-6P	8
ENSG00000243951		RN7SL308P	8
ENSG00000253516		HMGB1P41	8
ENSG00000264558			17
ENSG00000073861	30009	TBX21	17
ENSG00000286763			8
ENSG00000283959	101927245		8
ENSG00000221970	346528	OR2A1	7
ENSG00000050327	7984	ARHGEF5	7
ENSG00000155096	51582	AZIN1	8
ENSG00000260867			16
ENSG00000240863		RN7SL645P	16
ENSG00000103023	221191	PRSS54	16
ENSG00000006025	114881	OSBPL7	17
ENSG00000137101	971	CD72	9
